Description,Unnamed: 1,Label
08-27-23 CIRUS MCCURKUS,,Exclude
08-27-23 DATA COURT,,Exclude
08-27-23 ELEVATE,,Exclude
08-27-23 FLETC TACTICAL-CP,,Exclude
08-27-23 FLORIDA POLYTECH,,Exclude
08-27-23 KISS SEN LIV,,Exclude
08-27-23 LAKE NONA,,Exclude
08-27-23 MANOR WEST RIVER,,Exclude
08-27-23 MCA2 FT GORDON-CP,,Exclude
08-27-23 METRO NAPLES,,Exclude
08-27-23 METRO TAMPA,,Exclude
08-27-23 ONE RIVERSIDE,,Exclude
08-27-23 ORLANDO REHAB,,Exclude
08-27-23 OSPREY,,Exclude
08-27-23 SA MARCO,,Exclude
08-27-23 SANDPIPER,,Exclude
08-27-23 SEMINARY LANE,,Exclude
08-27-23 STILLWELL,,Exclude
08-27-23 SWEETBERRIES,,Exclude
08-27-23 TYNDALL FLIGHTLINE-CP,,Exclude
08-27-23 TYNDALL LOD 2OF2- CP,,Exclude
08-27-23 TYNDALL LODGING-CP,,Exclude
08-27-23 UNION TERMINAL,,Exclude
08-27-23 VA DAYTONA,,Exclude
08-27-23 VICARS,,Exclude
08-27-23 VICARS#3,,Exclude
08-27-23 WAREHOUSE,,Exclude
08-27-23 WATERFRONT,,Exclude
08-27-23 XENTURY,,Exclude
08-28-22 & 09-04-22 SENIOR LIV,,Exclude
08-28-22 1200&5TH,,Exclude
08-28-22 ADDISON,,Exclude
08-28-22 ASHLEY SQUARE,,Exclude
08-28-22 ATLANTIC COAST RES,,Exclude
08-28-22 BEAVER PH1,,Exclude
08-28-22 BEAVER PH2,,Exclude
08-28-22 CAPITOL COLLECIVE,,Exclude
08-28-22 ELEVATE,,Exclude
08-28-22 FLAMINGO,,Exclude
08-28-22 FLETC,,Exclude
08-28-22 FT JACKSON RECEPT,,Exclude
08-28-22 GLENRIDGE HOMES,,Exclude
08-28-22 GLENRIDGE SITE,,Exclude
08-28-22 GLENRIDGE STEWORK,,Exclude
08-28-22 GLENRIDGE WELLNESS,,Exclude
08-28-22 HOST DIME,,Exclude
08-28-22 KILTIE CAFE,,Exclude
08-28-22 MCA2 FT GORDON,,Exclude
08-28-22 MIDDLEBURG,,Exclude
08-28-22 PARK PLACE,,Exclude
08-28-22 ROMNEY,,Exclude
08-28-22 SEMINARY LANE,,Exclude
08-28-22 SENIOR LIV @GRN,,Exclude
08-28-22 SENIOR LIV@GRN,,Exclude
08-28-22 STILLWELL,,Exclude
08-28-22 TYNDAL CDC/FLIGHTLINE,,Exclude
08-28-22 VA DAYTONA,,Exclude
08-28-22 VA JAX,,Exclude
08-28-22 VICARS,,Exclude
08-28-22 WAREHOUSE,,Exclude
08-28-22 WATERFRONT,,Exclude
08.04  T. KELLEY,,Exclude
08.11  T. KELLEY,,Exclude
08.18  T. KELLEY,,Exclude
08.25  T. KELLEY,,Exclude
08/03/24 ECA,,Exclude
08/04/24 529 KING STREET HOTEL,,Exclude
08/04/24 908 SWEET BERRIES,,Exclude
08/04/24 ASTON UPTOWN ALTAMONT,,Exclude
08/04/24 BEAVER TOYOTA ST. AUG,,Exclude
08/04/24 BLOX Lakeland,,Exclude
08/04/24 CAPITAL COLLECTIVE AT,,Exclude
08/04/24 CORDOVA APARTMENTS,,Exclude
08/04/24 DATA COURT STUDENT AP,,Exclude
08/04/24 ECA,,Exclude
08/04/24 FLORIDA POLYTECHNIC U,,Exclude
08/04/24 GARY SMITH,,Exclude
08/04/24 GLENRIDGE HOME,,Exclude
08/04/24 GLENRIDGE HOME 5688,,Exclude
08/04/24 HAVEN AT LAKE BRITT,,Exclude
08/04/24 KISSIMMEE SENIOR APTS,,Exclude
08/04/24 MANOR AT WEST RIVER,,Exclude
08/04/24 MCA2 FT GORDON,,Exclude
08/04/24 METRO NPLS CORRECTION,,Exclude
08/04/24 METROPOLITAN AT TAMPA,,Exclude
08/04/24 METROPOLITAN NAPLES,,Exclude
08/04/24 MOXY HOTEL,,Exclude
08/04/24 Manor W River,,Exclude
08/04/24 Modera,,Exclude
08/04/24 ONE RIVERSIDE,,Exclude
08/04/24 SANDPIPER GLEN,,Exclude
08/04/24 TAMPA HEIGHTS,,Exclude
08/04/24 TAMPA REHAB HOSPITAL,,Exclude
08/04/24 THE FELICITY ON PERRY,,Exclude
08/04/24 TYNDALL CHAPEL COMMON,,Exclude
08/04/24 TYNDALL LODGING FACIL,,Exclude
08/04/24 TYNDALL ZONE 1 F35 FL,,Exclude
08/04/24 UCF ABERTURE,,Exclude
08/04/24 UNION TERMINAL WAREHO,,Exclude
08/04/24 UNIVERSAL MCA,,Exclude
08/04/24 UNIVERSITY OF ST AUGU,,Exclude
08/04/24 WATERFRONT PHASE II,,Exclude
08/04/25 METRO TAMPA,,Exclude
08/07/22 BEAVER TOYOTA,,Exclude
08/07/22 TYNDALL LODGING,,Exclude
08/09/20 AC HOTEL,,Exclude
08/09/2020 AC HOTEL,,Exclude
08/09/2020 VALENCIA,,Exclude
08/11/2024 MOXY HOTEL,,Exclude
08/11/2024 TYNDALL CHAPEL COMM,,Exclude
08/11/24 529 KING STREET HOTEL,,Exclude
08/11/24 908 SWEET BERRIES,,Exclude
08/11/24 ASTON UPTOWN ALTAMONT,,Exclude
08/11/24 BLOX Lakeland,,Exclude
08/11/24 CORDOVA APARTMENTS,,Exclude
08/11/24 DATA COURT STUDENT AP,,Exclude
08/11/24 ECA,,Exclude
08/11/24 FLORIDA POLYTECHNIC U,,Exclude
08/11/24 GARY SMITH,,Exclude
08/11/24 GLENRIDGE SITEWORK,,Exclude
08/11/24 HAVEN AT LAKE BRITT,,Exclude
08/11/24 JACKSONVILLE SHIPYARD,,Exclude
08/11/24 JACKSONVLLE SHIPYARD,,Exclude
08/11/24 KISSIMMEE SENIOR APTS,,Exclude
08/11/24 MANOR AT WEST RIVER,,Exclude
08/11/24 MCA2 FT GORDON,,Exclude
08/11/24 METROPOLITAN AT TAMPA,,Exclude
08/11/24 METROPOLITAN NAPLES,,Exclude
08/11/24 MOXY HOTEL,,Exclude
08/11/24 Modera,,Exclude
08/11/24 ONE RIVERSIDE,,Exclude
08/11/24 SANDPIPER GLEN,,Exclude
08/11/24 Sweetberries,,Exclude
08/11/24 TAMPA REHAB HOSPITAL,,Exclude
08/11/24 THE FELICITY ON PERRY,,Exclude
08/11/24 TYNDALL CHAPEL COMMON,,Exclude
08/11/24 TYNDALL LODGING FACIL,,Exclude
08/11/24 TYNDALL ZONE 1 F35 FL,,Exclude
08/11/24 Tampa Heights,,Exclude
08/11/24 UCF ABERTURE,,Exclude
08/11/24 UNION TERMINAL WAREHO,,Exclude
08/11/24 UNIVERSAL PROJECT 905,,Exclude
08/11/24 UNIVERSAL STUDIOS,,Exclude
08/11/24 UNIVERSITY OF ST AUGU,,Exclude
08/11/24 WATERFRONT PHASE II,,Exclude
08/14/22 TYNDALL LODGING,,Exclude
08/16/20 FLAMINGO,,Exclude
08/16/20 LEGACY,,Exclude
08/16/20 WESTMINISTER,,Exclude
08/16/2020 AC HOTEL,,Exclude
08/16/2020 LIV + GAINESVILLE,,Exclude
08/18/24 1200 & 5th.,,Exclude
08/18/24 529 KING STREET HOTEL,,Exclude
08/18/24 908 SWEET BERRIES,,Exclude
08/18/24 ACCOUNTING,,Exclude
08/18/24 ASTON UPTOWN ALTAMONT,,Exclude
08/18/24 BJs BROOKSVILLE,,Exclude
08/18/24 BLOX Lakeland,,Exclude
08/18/24 CORDOVA APARTMENTS,,Exclude
08/18/24 ECA,,Exclude
08/18/24 FLORIDA POLYTECHNIC U,,Exclude
08/18/24 GARY SMITH,,Exclude
08/18/24 GLENRIDGE KILTIE CAFE,,Exclude
08/18/24 GLENRIDGE SITEWORK,,Exclude
08/18/24 HAVEN AT LAKE BRITT,,Exclude
08/18/24 JACKSONVILLE SHIPYARD,,Exclude
08/18/24 JACKSONVLLE SHIPYARD,,Exclude
08/18/24 MANOR AT WEST RIVER,,Exclude
08/18/24 MCA2 FT GORDON,,Exclude
08/18/24 METROPOLITAN AT TAMPA,,Exclude
08/18/24 METROPOLITAN NAPLES,,Exclude
08/18/24 MOXY HOTEL,,Exclude
08/18/24 Modera,,Exclude
08/18/24 ONE RIVERSIDE,,Exclude
08/18/24 SANDPIPER GLEN,,Exclude
08/18/24 SANDPIPER GLEN08/18/2,,Exclude
08/18/24 TAMPA REHAB HOSPITAL,,Exclude
08/18/24 THE FELICITY ON PERRY,,Exclude
08/18/24 TYNDALL CHAPEL COMMON,,Exclude
08/18/24 TYNDALL LODGING FACIL,,Exclude
08/18/24 TYNDALL ZONE 1 F35 FL,,Exclude
08/18/24 Tampa Heights,,Exclude
08/18/24 UCF ABERTURE,,Exclude
08/18/24 UNION TERMINAL WAREHO,,Exclude
08/18/24 UNIVERSAL PROJECT 905,,Exclude
08/18/24 UNIVERSITY OF ST AUGU,,Exclude
08/18/24 WATERFRONT PHASE II,,Exclude
08/18/24 Warehouse Owen,,Exclude
08/21/22 WATERFRONT,,Exclude
08/22 LIFE INSURANCE,,Exclude
08/22 VISION & DENTAL,,Exclude
08/23/20 LIV + GAINESVILLE,,Exclude
08/23/2020 FLAMINGO,,Exclude
08/23/2020 LIV + GAINESVILLE,,Exclude
08/25/2024 BJs WHOLESALE,,Exclude
08/25/24 529 KING STREET HOTEL,,Exclude
08/25/24 908 SWEET BERRIES,,Exclude
08/25/24 ACCT SERV,,Exclude
08/25/24 ASTON UPTOWN ALTAMONT,,Exclude
08/25/24 BLOX Lakeland,,Exclude
08/25/24 CAPITAL COLLECTIVE AT,,Exclude
08/25/24 CORDOVA APARTMENTS,,Exclude
08/25/24 DATA COURT STUDENT AP,,Exclude
08/25/24 ECA,,Exclude
08/25/24 FLORIDA POLYTECHNIC U,,Exclude
08/25/24 GARY SMITH,,Exclude
08/25/24 GLENRIDGE KILTIE CAFE,,Exclude
08/25/24 HAVEN AT LAKE BRITT,,Exclude
08/25/24 JACKSONVILLE SHIPYARD,,Exclude
08/25/24 JACKSONVILLE SHPYD HT,,Exclude
08/25/24 MANOR AT WEST RIVER,,Exclude
08/25/24 MCA2 FT GORDON,,Exclude
08/25/24 METROPOLITAN AT TAMPA,,Exclude
08/25/24 METROPOLITAN NAPLES,,Exclude
08/25/24 MOXY HOTEL,,Exclude
08/25/24 Modera,,Exclude
08/25/24 NBC M-1 TRACT,,Exclude
08/25/24 ONE RIVERSIDE,,Exclude
08/25/24 SANDPIPER GLEN,,Exclude
08/25/24 TAMPA REHAB HOSPITAL,,Exclude
08/25/24 THE FELICITY ON PERRY,,Exclude
08/25/24 TYNDALL CHAPEL COMMON,,Exclude
08/25/24 TYNDALL LODGING FACIL,,Exclude
08/25/24 TYNDALL ZONE 1 F35 FL,,Exclude
08/25/24 Tampa Heights,,Exclude
08/25/24 UCF ABERTURE,,Exclude
08/25/24 UNION TERMINAL WAREHO,,Exclude
08/25/24 UNIVERSAL PROJECT 905,,Exclude
08/25/24 UNIVERSITY OF ST AUGU,,Exclude
08/25/24 Universal MCA,,Exclude
08/25/24 WArehouse Owen,,Exclude
08/27/23 KILTIE CAFE,,Exclude
08/28/22 DEBORAH BRITTAIN,,Exclude
08/28/22 TYNDALL LODGING,,Exclude
08/30/20 FLAMINGO,,Exclude
08/30/20 LIV + GAINESVILLE,,Exclude
08/30/20 OFFICE,,Exclude
8/31/2023,,Exclude
080031846FC64 CHRIS BURTON,,Exclude
080031846FC64 CRHIS BURTON,,Exclude
080220 AC HOTEL,,Exclude
080220 DUAL BRAND,,Exclude
080220 ENCOMPASS ALT,,Exclude
080220 FLAMINGO,,Exclude
080220 FLEET LANDING,,Exclude
080220 FT JACKSON,,Exclude
080220 LAKE GEM,,Exclude
080220 LIV+ GAINESVILLE,,Exclude
080220 LIV+GAINESVILLE,,Exclude
080220 MARGARITAVILLE,,Exclude
080220 MARQUEE,,Exclude
080220 NEXTON,,Exclude
080220 RESIDENCE,,Exclude
080220 THE NINE,,Exclude
080220 VALENCIA,,Exclude
080220 WESTMINSTER,,Exclude
080878417 WC,,Exclude
08092 MARQUEE,,Exclude
080920 AC HOTEL,,Exclude
080920 DUAL BRAND,,Exclude
080920 ENCOMPASS ALTAMONTE,,Exclude
080920 FLAMINGO,,Exclude
080920 FLEET LANDING,,Exclude
080920 FT JACKSON,,Exclude
080920 LEGACY PT,,Exclude
080920 LIV + GAINESVILLE,,Exclude
080920 LIV +GAINESVILLE,,Exclude
080920 LIV+GAINESVILLE,,Exclude
080920 MARGARIAVILLE,,Exclude
080920 MARGARITAVILLE,,Exclude
080920 NEXTON,,Exclude
080920 RESIDENCE INN,,Exclude
080920 ROCKLEDGE,,Exclude
080920 THE NINE,,Exclude
080920 VA OCALA,,Exclude
080920 WESTMINSTER,,Exclude
080PR TP562 4-1/16 SQ BOX,,Exclude
0813-23 VA DAYTONA-CP,,Exclude
081620 AC HOTEL,,Exclude
081620 DUAL BRAND,,Exclude
081620 FLAMINGO,,Exclude
081620 FLEET LANDING,,Exclude
081620 FT JACKSON,,Exclude
081620 LIV+GAINESVILLE,,Exclude
081620 LIV+gainesville,,Exclude
081620 MARGARITAVILLE,,Exclude
081620 MARQUEE,,Exclude
081620 NEXTON,,Exclude
081620 RESIDENCE INN,,Exclude
082320 AC HOTEL,,Exclude
082320 DUAL BRAND,,Exclude
082320 ENCOMPASS ALTAMONTE,,Exclude
082320 FLAMINGO,,Exclude
082320 FLEET LANDING,,Exclude
082320 FT JACKSON,,Exclude
082320 LEGACY,,Exclude
082320 LEGACY PT,,Exclude
082320 LIV + GAINESVILLE,,Exclude
082320 LIV+GAINESVILLE,,Exclude
082320 MARGARITAVILLE,,Exclude
082320 MARGARITVILLE,,Exclude
082320 NEXTON,,Exclude
082320 NINE AT COLUMBIA,,Exclude
082320 OFFICE,,Exclude
082320 RESIDENCE INN,,Exclude
082320 WESTMINSTER,,Exclude
082WC GAR6429 NPS262W CM ERROR,,Exclude
082WC VDV826-602,,Exclude
083020 AC HOTEL,,Exclude
083020 DUAL BRAND,,Exclude
083020 ENCOMPASS ALTAMONTE,,Exclude
083020 FLAMINGO,,Exclude
083020 FLEET LANDING,,Exclude
083020 FT JACKSON,,Exclude
083020 LEGACY,,Exclude
083020 LIV + GAINESVILLE,,Exclude
083020 LIV+GAINESVILLE,,Exclude
083020 MARGARITAVILLE,,Exclude
083020 MUCF,,Exclude
083020 NEXTON,,Exclude
083020 NINE AT COLUMBIA,,Exclude
083020 RESIDENCE INN,,Exclude
083020 WESTMINISTER,,Exclude
083020 WESTMINSTER,,Exclude
083123 LEGACY,,Exclude
084 884904 PVC SHALLOW SLAB BX,,Exclude
086 199901 CADJ,,Exclude
089AL01 3 31-385,,Exclude
089AL01 500 RMC10322,,Exclude
09-/10-23 GARY SMITH,,Exclude
09-03-23 1200&5TH,,Exclude
09-03-23 1200&5TH 2 OF 2,,Exclude
09-03-23 ADDISON,,Exclude
09-03-23 ASTON,,Exclude
09-03-23 ATLANTIC COAST,,Exclude
09-03-23 CAPITAL COLLECTIVE,,Exclude
09-03-23 CIRCUS MCGURKUS,,Exclude
09-03-23 DATA COURT,,Exclude
09-03-23 FLETC TACTICAL-CP,,Exclude
09-03-23 FLORIDA POLYECH,,Exclude
09-03-23 FT JACKSON RECEPT-CP,,Exclude
09-03-23 GLENRIDGE,,Exclude
09-03-23 GLENRIDGE 7007,,Exclude
09-03-23 GLENRIDGE 7039,,Exclude
09-03-23 KISS SEN LIV,,Exclude
09-03-23 KISS SENN LIV,,Exclude
09-03-23 LAKE NONA,,Exclude
09-03-23 MANOR WEST RIVER,,Exclude
09-03-23 MCA2 FT GORDON-CP,,Exclude
09-03-23 METRO NAPLES,,Exclude
09-03-23 METROA TAMPA,,Exclude
09-03-23 ONE RIVERSIDE,,Exclude
09-03-23 ORLANDO REHAB,,Exclude
09-03-23 OSPREY,,Exclude
09-03-23 SANDPIPER,,Exclude
09-03-23 SEMINARY,,Exclude
09-03-23 STILLWELL,,Exclude
09-03-23 SWEETBERRIES,,Exclude
09-03-23 TYNDALL FLIGHTLINE-CP,,Exclude
09-03-23 TYNDALL LODGING-CP,,Exclude
09-03-23 UNION TERMINAL,,Exclude
09-03-23 VA DAYTONA-CP,,Exclude
09-03-23 VICARS,,Exclude
09-03-23 VICARS #3,,Exclude
09-03-23 WAREHOUSE,,Exclude
09-03-23 WATERFRONT,,Exclude
09-04-11 BEAVER PH3,,Exclude
09-04-22 1200&5TH,,Exclude
09-04-22 ADDISON,,Exclude
09-04-22 ASHLEY SQUARE,,Exclude
09-04-22 BEAVER PH2,,Exclude
09-04-22 ELEVATE,,Exclude
09-04-22 FLAMINGO,,Exclude
09-04-22 FLETC,,Exclude
09-04-22 FT JACKSON RECEP,,Exclude
09-04-22 GLENRIDGE HOMES,,Exclude
09-04-22 GLENRIDGE KILTIE CAFE,,Exclude
09-04-22 GLENRIDGE SITE,,Exclude
09-04-22 GLENRIDGE SITEWORK,,Exclude
09-04-22 GLENRIDGE WELLNESS,,Exclude
09-04-22 HOST DIME,,Exclude
09-04-22 MA2 FT GORDON,,Exclude
09-04-22 MCA2 FT GORDON,,Exclude
09-04-22 MIDDLEBURG,,Exclude
09-04-22 PARK PLACE,,Exclude
09-04-22 ROMNEY,,Exclude
09-04-22 ROMNEY 2OF2,,Exclude
09-04-22 SEMINARY LANE,,Exclude
09-04-22 SENIOR LIV@GRN,,Exclude
09-04-22 TYNDAL FLIGHTLINE,,Exclude
09-04-22 VA DAYTONA,,Exclude
09-04-22 VA JAX,,Exclude
09-04-22 VICARS,,Exclude
09-04-22 WAREHOUSE,,Exclude
09-04-22 WATERFRONT,,Exclude
09-04-222 STILLWELL,,Exclude
09-10 SANDPIPER,,Exclude
9/10/2023,,Exclude
09-10-23 1200&5TH,,Exclude
09-10-23 1200&5TH PART 2 OF 2,,Exclude
09-10-23 1200&5th,,Exclude
09-10-23 ASTON UPTON,,Exclude
09-10-23 ATLANTIC COAST,,Exclude
09-10-23 CAPITAL COLLECTIVE,,Exclude
09-10-23 DATA COURT,,Exclude
09-10-23 ELEVATE,,Exclude
09-10-23 FLAMINGO SERVICE 3890,,Exclude
09-10-23 FLETC TACHICAL-CP,,Exclude
09-10-23 FLORIDA POLYTECH,,Exclude
09-10-23 FT JACKSON RECEPT,,Exclude
09-10-23 KISS SEN LIV,,Exclude
09-10-23 LAKE NONA,,Exclude
09-10-23 MANOR WEST RIVER,,Exclude
09-10-23 MCA2 FT GORDON,,Exclude
09-10-23 MCA2 FT GORDON-CP,,Exclude
09-10-23 METRO NAPLES,,Exclude
09-10-23 METRO TAMPA,,Exclude
09-10-23 ORLANDO HEALTH,,Exclude
09-10-23 ORLANDO REHAB,,Exclude
09-10-23 SEMINARY,,Exclude
09-10-23 SEMINARY LANE,,Exclude
09-10-23 STILLWELL,,Exclude
09-10-23 SWEETBERRIES,,Exclude
09-10-23 TYNDALL FLIGHTLINE-CP,,Exclude
09-10-23 TYNDALL LODGING,,Exclude
09-10-23 TYNDALL LODGING-CP,,Exclude
09-10-23 UNION TERMINAL,,Exclude
09-10-23 VA DAYTONA-CP,,Exclude
09-10-23 VICARS#3,,Exclude
09-10-23 WAREHOUSE,,Exclude
09-10-23 WATERFRONT,,Exclude
09-10-23 XENTURY,,Exclude
09-11-11 WATERFRONT,,Exclude
09-11-22 1200&5TH,,Exclude
09-11-22 ADDISON,,Exclude
09-11-22 ASHLEY,,Exclude
09-11-22 BEAVER PH1,,Exclude
09-11-22 BEAVER PH2,,Exclude
09-11-22 BEAVER PH3,,Exclude
09-11-22 ELEVATE,,Exclude
09-11-22 FLAMINGO,,Exclude
09-11-22 FLETC TECTICAL,,Exclude
09-11-22 FT JACKSON RECEPT,,Exclude
09-11-22 GENRIDGE SITEWORK,,Exclude
09-11-22 GLENRIDGE HOMES,,Exclude
09-11-22 GLENRIDGE KILTIE CAFE,,Exclude
09-11-22 GLENRIDGE SITEWORK,,Exclude
09-11-22 GLENRIDGE WELLNESS,,Exclude
09-11-22 HOST DIME,,Exclude
09-11-22 MCA2 FT GORDON,,Exclude
09-11-22 MCA2 FT GORDON 2OF2,,Exclude
09-11-22 MIDDLEBURG,,Exclude
09-11-22 PARK PLACE,,Exclude
09-11-22 ROMNEY,,Exclude
09-11-22 SEMINARY LANE,,Exclude
09-11-22 SENIOR LIV @GRN,,Exclude
09-11-22 SENIOR LIV@GRN,,Exclude
09-11-22 STILLWELL,,Exclude
09-11-22 TYNDALL FLIGHTLINE,,Exclude
09-11-22 UNION TERMINAL,,Exclude
09-11-22 VA DAYTONA,,Exclude
09-11-22 VA JAX,,Exclude
09-11-22 VICARS,,Exclude
09-11-22 WAREHOUSE,,Exclude
09-11-22 WATREFORNT,,Exclude
9/17/2023,,Exclude
09-17-23 1200&5TH,,Exclude
09-17-23 ADDISON,,Exclude
09-17-23 ASTON,,Exclude
09-17-23 ATLANTIC COAST,,Exclude
09-17-23 CAPITAL COLLECTIVE,,Exclude
09-17-23 DATA COURT,,Exclude
09-17-23 ELEVATE,,Exclude
09-17-23 FLETC TACTICAL-CP,,Exclude
09-17-23 FLORIDA POLYTECH,,Exclude
09-17-23 FT JACKSON RECEP-CP,,Exclude
09-17-23 GARY SMITH,,Exclude
09-17-23 KILTIE CAFE,,Exclude
09-17-23 KISS SEN LIV,,Exclude
09-17-23 MANOR WEST RIVER,,Exclude
09-17-23 MCA2 FT GORDON-CP,,Exclude
09-17-23 METRO NAPLES,,Exclude
09-17-23 METRO TAMPA,,Exclude
09-17-23 ONE RIVERSIDE,,Exclude
09-17-23 ORLANDO HEALTH,,Exclude
09-17-23 ORLANDO REHAB,,Exclude
09-17-23 OSPREY,,Exclude
09-17-23 SANDPIPER,,Exclude
09-17-23 SEMINARY LANE,,Exclude
09-17-23 STILLWELL,,Exclude
09-17-23 SWEETBERRIES,,Exclude
09-17-23 TAMPA,,Exclude
09-17-23 TAMPA REHAB,,Exclude
09-17-23 TYNDALL FLIGHTLINE-CP,,Exclude
09-17-23 TYNDALL LODGING-CP,,Exclude
09-17-23 UNION TERMINAL,,Exclude
09-17-23 VA DAYTONA-CP,,Exclude
09-17-23 VICARS#3,,Exclude
09-17-23 WAREHOUSE,,Exclude
09-17-23 WATERFRONT,,Exclude
09-17-23 XENTURY,,Exclude
09-18-22 1200&5TH,,Exclude
09-18-22 ADDISON,,Exclude
09-18-22 BEAVER PH 2,,Exclude
09-18-22 BEAVER PH1,,Exclude
09-18-22 BEAVER PH2,,Exclude
09-18-22 BEAVER PH3,,Exclude
09-18-22 COSTCO,,Exclude
09-18-22 FLAMINGO,,Exclude
09-18-22 FT JACKSON RECEPT,,Exclude
09-18-22 GLENRIDGE HOMES,,Exclude
09-18-22 GLENRIDGE KILTIE CAFE,,Exclude
09-18-22 GLENRIDGE SITE,,Exclude
09-18-22 GLENRIDGE WELLNESS,,Exclude
09-18-22 HOST DIME,,Exclude
09-18-22 MCA2 FT GORDON,,Exclude
09-18-22 MIDDLEBURG,,Exclude
09-18-22 PARK PLACE,,Exclude
09-18-22 ROMNEY,,Exclude
09-18-22 SEMINARY LANE,,Exclude
09-18-22 SENIOR LIV@GRN,,Exclude
09-18-22 STILLWELL,,Exclude
09-18-22 TYNDALL FLIGHTLINE,,Exclude
09-18-22 UNION TERMINAL,,Exclude
09-18-22 VA DAYTONA,,Exclude
09-18-22 VA JAX,,Exclude
09-18-22 VICARS,,Exclude
09-18-22 WAREHOUSE,,Exclude
09-18-22 WATREFRONT,,Exclude
09-18-22 WOODFIELD,,Exclude
09-24-22 MIDDLEBURG,,Exclude
09-24-23 1200&5TH,,Exclude
09-24-23 ASTON UPTOWN,,Exclude
09-24-23 ATLANTIC COAST RES,,Exclude
09-24-23 CIRCUS MCGURKIS,,Exclude
09-24-23 DATA CT,,Exclude
09-24-23 ELEVATE,,Exclude
09-24-23 FLECT TACHICAL-CP,,Exclude
09-24-23 FLORIDA POLYTECH,,Exclude
09-24-23 FT JACKSON RECEPT-CP,,Exclude
09-24-23 GARY SMITH,,Exclude
09-24-23 KILTIE CAFE,,Exclude
09-24-23 KISS SEN LIV,,Exclude
09-24-23 MANOR WEST RIVER,,Exclude
09-24-23 MCA2 FT GORDON-CP,,Exclude
09-24-23 METRO NAPLES,,Exclude
09-24-23 METRO TAMPA,,Exclude
09-24-23 ONE RIVERSIDE,,Exclude
09-24-23 ORLANDO HEALTH,,Exclude
09-24-23 ORLANDO REHAB,,Exclude
09-24-23 OSPREY,,Exclude
09-24-23 SEMINARY,,Exclude
09-24-23 SEMINARY LANE,,Exclude
09-24-23 STILLWELL,,Exclude
09-24-23 SWEETBERRIES,,Exclude
09-24-23 TAMPA REHAB,,Exclude
09-24-23 TYNDALL,,Exclude
09-24-23 TYNDALL CHAPEL-CP,,Exclude
09-24-23 TYNDALL FLIGHTLINE-CP,,Exclude
09-24-23 TYNDALL LODGING,,Exclude
09-24-23 TYNDALL LODGING-CP,,Exclude
09-24-23 UNION TERMINAL,,Exclude
09-24-23 VA DAYTONA-CP,,Exclude
09-24-23 VICARS#3,,Exclude
09-24-23 WAREHOUSE,,Exclude
09-24-23 WATERFRONT,,Exclude
09-24-23 XENTURY,,Exclude
09-25-22 1200&5TH,,Exclude
09-25-22 ADDISON,,Exclude
09-25-22 BEAVER PH1,,Exclude
09-25-22 BEAVER PH2,,Exclude
09-25-22 ELEVATE,,Exclude
09-25-22 FT JACKSON RECEPT,,Exclude
09-25-22 GLENDIGE KILTIE CAFE,,Exclude
09-25-22 GLENRIDGE HOMES,,Exclude
09-25-22 GLENRIDGE SITE WORK,,Exclude
09-25-22 GLENRIDGE WELLNESS,,Exclude
09-25-22 HOST DIME,,Exclude
09-25-22 MCA2 FT GORDON,,Exclude
09-25-22 METRO NAPLES,,Exclude
09-25-22 MIDDLEBURG,,Exclude
09-25-22 PARK PLACE,,Exclude
09-25-22 ROMNEY,,Exclude
09-25-22 SEMINARY LANE,,Exclude
09-25-22 SENIOR LIV@GRN,,Exclude
09-25-22 STILLWELL,,Exclude
09-25-22 TYNDALL FLIGHTLINE,,Exclude
09-25-22 UNION TERMINAL,,Exclude
09-25-22 VA DAYTONA,,Exclude
09-25-22 VA JAX,,Exclude
09-25-22 VICARS LANDING,,Exclude
09-25-22 WAREHOUSE,,Exclude
09-25-22 WATERFRONT,,Exclude
09.01 T. KELLEY,,Exclude
09.08  T. KELLEY,,Exclude
09.15  T. KELLEY,,Exclude
09.22  T. KELLEY,,Exclude
09.24  L.THOMPSON,,Exclude
09.29  T. KELLEY,,Exclude
9/1/2024,,Exclude
09/01/24 529 KING STREET,,Exclude
09/01/24 529 KING STREET HOTEL,,Exclude
09/01/24 908 SWEET BERRIES,,Exclude
09/01/24 ASTON UPTOWN ALTAMONT,,Exclude
09/01/24 BJ's Wholesale,,Exclude
09/01/24 BLOX Lakeland,,Exclude
09/01/24 CAPITAL COLLECTIVE AT,,Exclude
09/01/24 CORDOVA APARTMENTS,,Exclude
09/01/24 DATA COURT STUDENT AP,,Exclude
09/01/24 ECA,,Exclude
09/01/24 FLORIDA POLYTECHNIC U,,Exclude
09/01/24 GARY SMITH,,Exclude
09/01/24 GHM 7052,,Exclude
09/01/24 GHM 7060,,Exclude
09/01/24 GHM 7068,,Exclude
09/01/24 GHM 7108,,Exclude
09/01/24 GLENRIDGE HOME,,Exclude
09/01/24 HAVEN AT LAKE BRITT,,Exclude
09/01/24 JACKSONVILLE SHIPYARD,,Exclude
09/01/24 MANOR AT WEST RIVER,,Exclude
09/01/24 MCA2 FT GORDON,,Exclude
09/01/24 METROPOLITAN AT TAMPA,,Exclude
09/01/24 METROPOLITAN NAPLES,,Exclude
09/01/24 Modera,,Exclude
09/01/24 Moxy Hotel,,Exclude
09/01/24 NBC M-1 TRACT,,Exclude
09/01/24 ONE RIVERSIDE,,Exclude
